"x","y","character","na.x","vertex.names","xend","yend","na.y","degree"
0.148150090263402,0.317228404541148,"Charles",FALSE,26,0.389860322762857,0.420300306280258,FALSE,11
0.148150090263402,0.317228404541148,"Charles",FALSE,26,0.496161408131989,0.262076636174439,FALSE,11
0.148150090263402,0.317228404541148,"Charles",FALSE,26,0.468269648705434,0.449064159678077,FALSE,11
0.148150090263402,0.317228404541148,"Charles",FALSE,26,0.425852265829093,0.735795032290167,FALSE,11
0.148150090263402,0.317228404541148,"Charles",FALSE,26,0.793868634758737,0.553979656515291,FALSE,11
0.148150090263402,0.317228404541148,"Charles",FALSE,26,0.323801100552162,0.305606548092098,FALSE,11
0.148150090263402,0.317228404541148,"Charles",FALSE,26,0.407531352533499,0.168616459950547,FALSE,11
0.148150090263402,0.317228404541148,"Charles",FALSE,26,0.239878469495285,0.500885964529122,FALSE,11
0.148150090263402,0.317228404541148,"Charles",FALSE,26,0.57398419765976,0.328429864161634,FALSE,11
0.148150090263402,0.317228404541148,"Charles",FALSE,26,0.541432272116008,0.880125276051738,FALSE,11
0.148150090263402,0.317228404541148,"Charles",FALSE,26,0.376793620202008,0.976380619448781,FALSE,11
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.349610298491766,0.601039240299794,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.680211903577463,0.73720042669321,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.391190208882954,0.442579010869506,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.503020419798279,0.275684667463222,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.685867586375343,0.555427125684485,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.467244673332085,0.4650799510516,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.423958565276722,0.737183788824873,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.792400775864649,0.560853328103893,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.33857285033627,0.326792324874775,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.319587104308542,0.765353233598716,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.681715680452706,0.203992046325261,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.577144882162326,0.341270104732034,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.540045144338392,0.881167894545517,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.947775201182724,0.344976793527638,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.918007835571036,0.619522259920452,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.808325377489627,0.373137425593949,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.71940652465435,0.108785920759669,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.378224878457609,0.975931780961921,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.159320647746431,0.339593972844197,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.0157587778820959,0.233479360553275,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.662681088527552,0.96501607673592,FALSE,20
0.251049026978314,0.52325153283217,"Kelly",FALSE,13,0.128199946934789,0.62624831027332,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.363221805602363,0.640793562383289,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.677733309088253,0.751066526975341,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.407007882494272,0.454412805926925,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.512259879207074,0.28164021030666,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.689398887690655,0.570195538686661,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.480228578684892,0.480956353232983,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.415658828347622,0.76357661174084,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.794645798324202,0.573070957601149,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.347596803210165,0.328929592357928,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.68854373468667,0.21030050563047,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.425216047463454,0.180864912043739,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.25785881138783,0.54730619633628,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.586237547242367,0.350598722493435,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.816204633105767,0.746264125799818,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.53325560453285,0.889711257375086,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.852107252972751,0.926349638974884,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.947513410715989,0.535808837755214,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.918614671693442,0.629606752748714,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.813278973660945,0.382663013779152,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.725415829955926,0.113744688320713,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.378285742779136,0.975914764730765,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.15160360665495,0.835691641176595,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.0123359833562549,0.235816111831013,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.657807274767931,0.971279101640294,FALSE,20
0.326396888718058,0.789407897102825,"Ryan",FALSE,10,0.129746513506267,0.656322042438996,FALSE,20
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.367599508195626,0.591580957957987,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.687013492465382,0.728796654282224,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.401530389578419,0.407819555386193,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.496693807430839,0.264591662467846,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.690315406055403,0.542940062367912,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.474435091699645,0.440208585068362,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.434750139604837,0.732116651529446,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.795453119118476,0.5505052998679,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.327546643357239,0.764434349812348,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.67802542391124,0.196837770799501,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.417266119436328,0.178143280571459,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.26122273449139,0.500415253024847,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.574100691467633,0.326589002347976,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.822469286621075,0.727409494778716,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.547556338119619,0.876999886744634,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.947033847352281,0.337384896082985,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.860229970420216,0.913500681508697,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.947118478076387,0.517940601242911,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.920728628596003,0.611261760822177,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.807672193006794,0.363422358605989,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.71616563707322,0.104161160987971,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.383686713975502,0.975033816768603,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.0242088579305902,0.220311093415331,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.900194682831598,0.176051382735939,FALSE,21
0.348746557849346,0.303956045067451,"Oscar",FALSE,9,0.123494157885752,0.621910578971667,FALSE,21
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.679337622636232,0.739160674185438,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.407160678907695,0.454449066530308,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.511112094835038,0.281187656250149,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.686167337121648,0.561545252916025,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.476091677537108,0.478360052376614,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.42844356273563,0.734291252257379,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.792519874759931,0.56557349374238,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.350381723958535,0.328902512388404,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.332409757420509,0.765141759998476,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.686447017039549,0.208834949532902,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.425992690367894,0.180978545223079,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.270673402791363,0.538739717811316,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.583366930010516,0.348615975166836,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.816974251477104,0.737547352809107,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.542030032748502,0.879720353570533,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.949289496014559,0.349242080319795,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.855085102100229,0.919425417074842,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.945934851326886,0.53006549446535,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.917753038529853,0.622807601369404,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.810462287138228,0.37850439217899,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.723742823201156,0.112664569153316,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.383960535629546,0.975021064897197,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.145717199085988,0.825037569582126,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.163003938299292,0.337337188654731,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.0169009949069454,0.232493234251108,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.905058585291881,0.186060197651454,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.663571227317284,0.964225403778761,FALSE,24
0.369234674304815,0.61652742527894,"Michael",FALSE,1,0.133920404769996,0.639844942992215,FALSE,24
0.384986596607239,1,"David",FALSE,23,0.370260735282508,0.641506360381743,FALSE,18
0.384986596607239,1,"David",FALSE,23,0.682991008546381,0.763880026143655,FALSE,18
0.384986596607239,1,"David",FALSE,23,0.411635616394861,0.455076779486539,FALSE,18
0.384986596607239,1,"David",FALSE,23,0.516349450535449,0.282754513685773,FALSE,18
0.384986596607239,1,"David",FALSE,23,0.695981467147721,0.5774072744321,FALSE,18
0.384986596607239,1,"David",FALSE,23,0.799766162056494,0.58036584797477,FALSE,18
0.384986596607239,1,"David",FALSE,23,0.350046440481083,0.328922228298849,FALSE,18
0.384986596607239,1,"David",FALSE,23,0.33309774254616,0.81349313237206,FALSE,18
0.384986596607239,1,"David",FALSE,23,0.591378805841227,0.352905094076854,FALSE,18
0.384986596607239,1,"David",FALSE,23,0.81930578449974,0.756303865466156,FALSE,18
0.384986596607239,1,"David",FALSE,23,0.534143414431107,0.913193765367146,FALSE,18
0.384986596607239,1,"David",FALSE,23,0.851531554164472,0.936046773767867,FALSE,18
0.384986596607239,1,"David",FALSE,23,0.156343066668633,0.340847785092368,FALSE,18
0.384986596607239,1,"David",FALSE,23,0.654763961483607,0.984720223128702,FALSE,18
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.374930756748377,0.592184979945816,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.685755812419101,0.729867816942236,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.507556212876197,0.279334008005891,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.687806169799383,0.547458237496295,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.467883677187361,0.4500614213929,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.437627158232474,0.731710960613823,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.793582537470769,0.554804219477555,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.360072929622184,0.326243110878442,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.332245767575043,0.765101712373084,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.682600671067514,0.205117050811339,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.427732144842227,0.181143644636346,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.272715579446618,0.510779143159848,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.577003397954675,0.341013042992789,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.820946129788391,0.729289118580603,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.548485783002674,0.876697649844598,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.947321867342529,0.342809558453443,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.859351707965059,0.914273379434154,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.94602261599282,0.522107709486901,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.91926081356601,0.614538563793403,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.807746115577795,0.370374001889902,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.720790262710081,0.110228954072038,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.386207741563635,0.975029841710645,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.141673492885002,0.821540759265775,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.979832259527741,0.0147737011017416,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.171146528851802,0.327034719458074,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.0221507105323296,0.225662379621627,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.902255143695232,0.18171736251736,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.668861663730747,0.960789632401957,FALSE,28
0.412856761351257,0.430106621197184,"Jim",FALSE,3,0.129537822251028,0.627994720120644,FALSE,28
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.372465204089415,0.591737030419019,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.692107564617961,0.725656195597035,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.414347836661524,0.405151126923996,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.504144042713692,0.239567796024865,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.696434885928883,0.536810838735809,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.486352118979741,0.434096304447154,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.439238444336927,0.731630856100254,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.800074309771207,0.544506022784273,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.360703658565512,0.28200091485915,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.330404061407098,0.764731135422244,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.676979408334215,0.186106736250155,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.261965987210917,0.500761090878314,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.581460966505116,0.311247993652301,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.8267630677779,0.723595756012686,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.551561549803483,0.875972281816263,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.948299761595675,0.330808395272533,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.950020786455266,0.512249094971533,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.924254007472605,0.606275776339472,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.810301648326027,0.355068197812906,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.38629541798801,0.975034283775681,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.13750465953085,0.819207880197221,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.975886508602577,0.00659844925921407,FALSE,20
0.429223220152494,0.156188150363158,"Phyllis",FALSE,12,0.899558471249744,0.169685610057496,FALSE,20
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.380464599549941,0.638863243575767,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.677598125416434,0.749140628243461,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.41490309109954,0.455022731137568,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.516834707434075,0.282838456948588,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.690658064993654,0.572081677569012,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.487112221935673,0.483216231697105,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.795104005023492,0.574010604546235,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.353669906225265,0.328466464092212,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.350411548351192,0.782458355916192,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.691316317412498,0.211799981118214,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.429658263796323,0.18118436481711,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.266763949682348,0.542694814561504,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.590246743469129,0.352513904561872,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.816120431807104,0.744852138096528,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.540060501986778,0.881155504169577,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.952329688610914,0.354215861943383,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.853113259082155,0.923303934722134,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.947722395412521,0.536305331104847,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.918588118522434,0.629507537744859,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.814724148454106,0.384249271899851,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.727884460005872,0.115023051781718,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.151549528960431,0.835490793981186,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.0157399434442809,0.233494638655116,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.908614383084293,0.189667072719332,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.661547311700573,0.966142334663887,FALSE,22
0.439673487980756,0.756627070554207,"Kevin",FALSE,7,0.132669819885928,0.650479461363478,FALSE,22
0.491386046401206,0.458584251987024,"Angela",FALSE,6,0.384529043168913,0.59675162488935,FALSE,25
0.491386046401206,0.458584251987024,"Angela",FALSE,6,0.687860597386965,0.728151168906673,FALSE,25
0.491386046401206,0.458584251987024,"Angela",FALSE,6,0.436359130565102,0.438629451791308,FALSE,25
0.491386046401206,0.458584251987024,"Angela",FALSE,6,0.517216688925778,0.28289763884204,FALSE,25
0.491386046401206,0.458584251987024,"Angela",FALSE,6,0.68799950703529,0.54701707747496,FALSE,25
0.491386046401206,0.458584251987024,"Angela",FALSE,6,0.443947312446289,0.731995090844126,FALSE,25
